Country, Variable, Unit, Symbol, "2020"
Luxembourg, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, I, 1483.59
Luxembourg, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 
Luxembourg, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 1124.19
Luxembourg, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 1189.98
Luxembourg, SDG 6.4.2. Water Stress, %, E, 3.96
Luxembourg, Total freshwater withdrawal, 10^9 m3/year, , 0.05
Luxembourg, Total water withdrawal, 10^9 m3/year, , 0.05
Luxembourg, Total water withdrawal per capita, m3/inhab/year, E, 75.88
Luxembourg, Treated municipal wastewater, 10^9 m3/year, I, 0.04
Luxembourg, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 0.04
Luxembourg, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, , 
Madagascar, Agricultural water withdrawal, 10^9 m3/year, I, 13
Madagascar, Agricultural water withdrawal as % of total renewable water resources, %, I, 3.86
Madagascar, Agricultural water withdrawal as % of total water withdrawal, %, E, 95.89
Madagascar, Environmental Flow Requirements, 10^9 m3/year, I, 217.5
Madagascar, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.02
Madagascar, Industrial water withdrawal, 10^9 m3/year, I, 0.16
Madagascar, Industrial water withdrawal as % of total water withdrawal, %, E, 1.19
Madagascar, Irrigation water requirement, 10^9 m3/year, I, 4.4
Madagascar, Irrigation water withdrawal, 10^9 m3/year, I, 13
Madagascar, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 3.99
Madagascar, Municipal water withdrawal, 10^9 m3/year, I, 0.4
Madagascar, Municipal water withdrawal as % of total withdrawal, %, E, 2.91
Madagascar, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 14.2
Madagascar, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.11
Madagascar, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 15.4
Madagascar, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 0.72
Madagascar, SDG 6.4.2. Water Stress, %, E, 11.26
Madagascar, Total freshwater withdrawal, 10^9 m3/year, E, 13.46
Madagascar, Total water withdrawal, 10^9 m3/year, E, 13.56
Madagascar, Total water withdrawal per capita, m3/inhab/year, E, 489.58
Malawi, Agricultural water withdrawal, 10^9 m3/year, I, 1.17
Malawi, Agricultural water withdrawal as % of total renewable water resources, %, I, 6.75
Malawi, Agricultural water withdrawal as % of total water withdrawal, %, I, 85.94
Malawi, Environmental Flow Requirements, 10^9 m3/year, I, 9.53
Malawi, Industrial water withdrawal, 10^9 m3/year, I, 0.05
Malawi, Industrial water withdrawal as % of total water withdrawal, %, I, 3.52
Malawi, Irrigation water requirement, 10^9 m3/year, I, 0.31
Malawi, Irrigation water withdrawal, 10^9 m3/year, I, 1.17
Malawi, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 7.85
Malawi, Municipal water withdrawal, 10^9 m3/year, I, 0.14
Malawi, Municipal water withdrawal as % of total withdrawal, %, I, 10.55
Malawi, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 36.37
Malawi, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.06
Malawi, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 40.47
Malawi, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 5.6
Malawi, SDG 6.4.2. Water Stress, %, E, 17.5
Malawi, Total freshwater withdrawal, 10^9 m3/year, I, 1.36
Malawi, Total water withdrawal, 10^9 m3/year, I, 1.36
Malawi, Total water withdrawal per capita, m3/inhab/year, E, 70.93
Malaysia, Agricultural water withdrawal, 10^9 m3/year, I, 2.5
Malaysia, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.43
Malaysia, Agricultural water withdrawal as % of total water withdrawal, %, E, 45.65
Malaysia, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 3.14
Malaysia, Desalinated water produced, 10^9 m3/year, I, 
Malaysia, Environmental Flow Requirements, 10^9 m3/year, I, 385
Malaysia, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.09
Malaysia, Fresh surface water withdrawal, 10^9 m3/year, I, 6.62
Malaysia, Industrial water withdrawal, 10^9 m3/year, I, 1.64
Malaysia, Industrial water withdrawal as % of total water withdrawal, %, E, 29.9
Malaysia, Irrigation water requirement, 10^9 m3/year, I, 1.27
Malaysia, Irrigation water withdrawal, 10^9 m3/year, I, 2.5
Malaysia, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 1.16
Malaysia, Municipal water withdrawal, 10^9 m3/year, I, 1.34
Malaysia, Municipal water withdrawal as % of total withdrawal, %, E, 24.45
Malaysia, Not treated municipal wastewater, 10^9 m3/year, I, 1.62
Malaysia, Number of municipal wastewater treatment facilities, , I, 8291
Malaysia, Produced municipal wastewater, 10^9 m3/year, I, 4.23
Malaysia, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 69.21
Malaysia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 1.21
Malaysia, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 147.59
Malaysia, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 57.34
Malaysia, SDG 6.4.2. Water Stress, %, E, 3.44
Malaysia, Total freshwater withdrawal, 10^9 m3/year, I, 6.71
Malaysia, Total water withdrawal, 10^9 m3/year, E, 5.49
Malaysia, Total water withdrawal per capita, m3/inhab/year, E, 169.56
Malaysia, Treated municipal wastewater, 10^9 m3/year, I, 2.6
Maldives, Agricultural water withdrawal, 10^9 m3/year, I, 
Maldives, Agricultural water withdrawal as % of total renewable water resources, %, I, 
Maldives, Agricultural water withdrawal as % of total water withdrawal, %, I, 
Maldives, Desalinated water produced, 10^9 m3/year, I, 0.02
Maldives, Industrial water withdrawal, 10^9 m3/year, I, 
Maldives, Industrial water withdrawal as % of total water withdrawal, %, I, 5.08
Maldives, Irrigation water withdrawal, 10^9 m3/year, I, 
Maldives, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 15.67
Maldives, Municipal water withdrawal, 10^9 m3/year, I, 0.01
Maldives, Municipal water withdrawal as % of total withdrawal, %, I, 94.92
Maldives, Produced municipal wastewater, 10^9 m3/year, I, 
Maldives, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 1113.69
Maldives, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 471.33
Maldives, SDG 6.4.2. Water Stress, %, I, 15.67
Maldives, Total freshwater withdrawal, 10^9 m3/year, I, 
Maldives, Total water withdrawal, 10^9 m3/year, I, 0.01
Maldives, Total water withdrawal per capita, m3/inhab/year, E, 10.91
Mali, Agricultural water withdrawal, 10^9 m3/year, I, 5.08
Mali, Agricultural water withdrawal as % of total renewable water resources, %, I, 4.23
Mali, Agricultural water withdrawal as % of total water withdrawal, %, I, 97.86
Mali, Environmental Flow Requirements, 10^9 m3/year, I, 55.2
Mali, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.06
Mali, Fresh surface water withdrawal, 10^9 m3/year, I, 5.13
Mali, Industrial water withdrawal, 10^9 m3/year, I, 
Mali, Industrial water withdrawal as % of total water withdrawal, %, I, 0.08
Mali, Irrigation water requirement, 10^9 m3/year, I, 1.47
Mali, Irrigation water withdrawal, 10^9 m3/year, I, 5
Mali, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 4.32
Mali, Municipal water withdrawal, 10^9 m3/year, I, 0.11
Mali, Municipal water withdrawal as % of total withdrawal, %, I, 2.06
Mali, Produced municipal wastewater, 10^9 m3/year, I, 0.1
Mali, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 927.4
Mali, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.04
Mali, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 57.72
Mali, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 1.95
Mali, SDG 6.4.2. Water Stress, %, E, 8
Mali, Total freshwater withdrawal, 10^9 m3/year, I, 5.19
Mali, Total water withdrawal, 10^9 m3/year, I, 5.19
Mali, Total water withdrawal per capita, m3/inhab/year, E, 256.09
Mali, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.07
Malta, Agricultural water withdrawal, 10^9 m3/year, , 0.02
Malta, Agricultural water withdrawal as % of total renewable water resources, %, E, 47.71
Malta, Agricultural water withdrawal as % of total water withdrawal, %, E, 38.08
Malta, Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 0.28
Malta, Collected municipal wastewater, 10^9 m3/year, , 0.03
Malta, Desalinated water produced, 10^9 m3/year, , 0.02
Malta, Direct use of agricultural drainage water, 10^9 m3/year, I, 
Malta, Direct use of treated municipal wastewater, 10^9 m3/year, , 
Malta, Direct use of treated municipal wastewater, 10^9 m3/year, E, 
Malta, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 
Malta, Fresh groundwater withdrawal, 10^9 m3/year, , 0.04
Malta, Fresh surface water withdrawal, 10^9 m3/year, , 
Malta, Industrial water withdrawal, 10^9 m3/year, , 
Malta, Industrial water withdrawal as % of total water withdrawal, %, E, 1.58
Malta, Irrigation water requirement, 10^9 m3/year, I, 0.01
Malta, Irrigation water withdrawal, 10^9 m3/year, , 0.02
Malta, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 81.86
Malta, Municipal water withdrawal, 10^9 m3/year, , 0.04
Malta, Municipal water withdrawal as % of total withdrawal, %, E, 60.34
Malta, Number of municipal wastewater treatment facilities, , I, 4
Malta, Produced municipal wastewater, 10^9 m3/year, , 0.03
Malta, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 1538.52
Malta, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 1.27
Malta, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 266.91
Malta, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 185.85
Malta, SDG 6.4.2. Water Stress, %, E, 81.86
Malta, Total freshwater withdrawal, 10^9 m3/year, , 0.04
Malta, Total water withdrawal, 10^9 m3/year, , 0.06
Malta, Total water withdrawal per capita, m3/inhab/year, E, 143.31
Malta, Treated municipal wastewater, 10^9 m3/year, , 0.02
Malta, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 
Malta, Water withdrawal for aquaculture, 10^9 m3/year, I, 
Malta, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, I, 
Malta, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, , 
Marshall Islands, Desalinated water produced, 10^9 m3/year, I, 
Mauritania, Agricultural water withdrawal, 10^9 m3/year, I, 1.22
Mauritania, Agricultural water withdrawal as % of total renewable water resources, %, I, 10.73
Mauritania, Agricultural water withdrawal as % of total water withdrawal, %, E, 90.58
Mauritania, Desalinated water produced, 10^9 m3/year, I, 
Mauritania, Environmental Flow Requirements, 10^9 m3/year, I, 1.22
Mauritania, Industrial water withdrawal, 10^9 m3/year, I, 0.03
Mauritania, Industrial water withdrawal as % of total water withdrawal, %, E, 2.36
Mauritania, Irrigation water requirement, 10^9 m3/year, I, 0.37
Mauritania, Irrigation water withdrawal, 10^9 m3/year, I, 1.22
Mauritania, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 11.83
Mauritania, Municipal water withdrawal, 10^9 m3/year, I, 0.1
Mauritania, Municipal water withdrawal as % of total withdrawal, %, E, 7.07
Mauritania, Produced municipal wastewater, 10^9 m3/year, I, 0.02
Mauritania, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 56.56
Mauritania, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.31
Mauritania, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 32.39
Mauritania, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 3.91
Mauritania, SDG 6.4.2. Water Stress, %, E, 13.25
Mauritania, Total freshwater withdrawal, 10^9 m3/year, E, 1.35
Mauritania, Total water withdrawal, 10^9 m3/year, E, 1.35
Mauritania, Total water withdrawal per capita, m3/inhab/year, E, 290.39
Mauritania, Treated municipal wastewater, 10^9 m3/year, I, 
Mauritius, Agricultural water withdrawal, 10^9 m3/year, , 0.3
Mauritius, Agricultural water withdrawal as % of total renewable water resources, %, E, 11.09
Mauritius, Agricultural water withdrawal as % of total water withdrawal, %, E, 50.16
Mauritius, Collected municipal wastewater, 10^9 m3/year, I, 
Mauritius, Direct use of treated municipal wastewater, 10^9 m3/year, , 
Mauritius, Direct use of treated municipal wastewater, 10^9 m3/year, E, 
Mauritius, Fresh groundwater withdrawal, 10^9 m3/year, , 0.15
Mauritius, Fresh surface water withdrawal, 10^9 m3/year, , 0.46
Mauritius, Industrial water withdrawal, 10^9 m3/year, , 0.01
Mauritius, Industrial water withdrawal as % of total water withdrawal, %, E, 1.48
Mauritius, Irrigation water requirement, 10^9 m3/year, I, 0.13
Mauritius, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 22.06
Mauritius, Municipal water withdrawal, 10^9 m3/year, , 0.29
Mauritius, Municipal water withdrawal as % of total withdrawal, %, E, 48.36
Mauritius, Produced municipal wastewater, 10^9 m3/year, I, 
Mauritius, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 188.73
Mauritius, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.38
Mauritius, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 27.32
Mauritius, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 16.19
Mauritius, SDG 6.4.2. Water Stress, %, E, 22.06
Mauritius, Total freshwater withdrawal, 10^9 m3/year, , 0.61
Mauritius, Total water withdrawal, 10^9 m3/year, , 0.61
Mauritius, Total water withdrawal per capita, m3/inhab/year, E, 478.07
Mauritius, Treated municipal wastewater, 10^9 m3/year, , 0.05
Mexico, Agricultural water withdrawal, 10^9 m3/year, , 67.83
Mexico, Agricultural water withdrawal as % of total renewable water resources, %, E, 14.68
Mexico, Agricultural water withdrawal as % of total water withdrawal, %, E, 75.74
Mexico, Area equipped for irrigation by direct use of not treated municipal wastewater, 1000 ha, I, 387.6
Mexico, Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 96.73
Mexico, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 4.8
Mexico, Collected municipal wastewater, 10^9 m3/year, , 6.79
Mexico, Desalinated water produced, 10^9 m3/year, , 0.01
Mexico, Direct use of not treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 4.33
Mexico, Direct use of treated municipal wastewater, 10^9 m3/year, , 1.6
Mexico, Direct use of treated municipal wastewater, 10^9 m3/year, E, 1.6
Mexico, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 1.38
Mexico, Environmental Flow Requirements, 10^9 m3/year, I, 262.08
Mexico, Fresh groundwater withdrawal, 10^9 m3/year, , 35.31
Mexico, Fresh surface water withdrawal, 10^9 m3/year, , 54.23
Mexico, Industrial water withdrawal, 10^9 m3/year, , 8.55
Mexico, Industrial water withdrawal as % of total water withdrawal, %, E, 9.55
Mexico, Irrigation water requirement, 10^9 m3/year, I, 26.03
Mexico, Irrigation water withdrawal, 10^9 m3/year, , 66.42
Mexico, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 19.39
Mexico, Municipal water withdrawal, 10^9 m3/year, , 13.16
Mexico, Municipal water withdrawal as % of total withdrawal, %, E, 14.7
Mexico, Not treated municipal wastewater, 10^9 m3/year, I, 3.92
Mexico, Not treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 6.8
Mexico, Number of municipal wastewater treatment facilities, , I, 2289
Mexico, Produced municipal wastewater, 10^9 m3/year, , 8.82
Mexico, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 37.48
Mexico, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.27
Mexico, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 55.18
Mexico, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 11.9
Mexico, SDG 6.4.2. Water Stress, %, E, 44.82
Mexico, Total freshwater withdrawal, 10^9 m3/year, , 89.55
Mexico, Total water withdrawal, 10^9 m3/year, , 89.55
Mexico, Total water withdrawal per capita, m3/inhab/year, E, 694.53
Mexico, Treated municipal wastewater, 10^9 m3/year, , 4.56
Mexico, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 2.28
Mexico, Water withdrawal for aquaculture, 10^9 m3/year, , 1.17
Mexico, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, , 4.09
Mexico, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, , 0.23
Monaco, Agricultural water withdrawal, 10^9 m3/year, I, 
Monaco, Agricultural water withdrawal as % of total water withdrawal, %, I, 
Monaco, Industrial water withdrawal, 10^9 m3/year, I, 
Monaco, Industrial water withdrawal as % of total water withdrawal, %, I, 
Monaco, Municipal water withdrawal, 10^9 m3/year, I, 0.01
Monaco, Municipal water withdrawal as % of total withdrawal, %, I, 100
Monaco, Not treated municipal wastewater, 10^9 m3/year, I, 
Monaco, Produced municipal wastewater, 10^9 m3/year, I, 0.01
Monaco, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 1062.87
Monaco, Total freshwater withdrawal, 10^9 m3/year, I, 0.01
Monaco, Total water withdrawal, 10^9 m3/year, I, 0.01
Monaco, Total water withdrawal per capita, m3/inhab/year, E, 127.41
Monaco, Treated municipal wastewater, 10^9 m3/year, I, 0.01
Mongolia, Agricultural water withdrawal, 10^9 m3/year, I, 0.25
Mongolia, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.72
Mongolia, Agricultural water withdrawal as % of total water withdrawal, %, I, 54.26
Mongolia, Desalinated water produced, 10^9 m3/year, I, 
Mongolia, Environmental Flow Requirements, 10^9 m3/year, I, 21.18
Mongolia, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.38
Mongolia, Fresh surface water withdrawal, 10^9 m3/year, I, 0.08
Mongolia, Industrial water withdrawal, 10^9 m3/year, I, 0.17
Mongolia, Industrial water withdrawal as % of total water withdrawal, %, I, 35.94
Mongolia, Irrigation water requirement, 10^9 m3/year, I, 0.11
Mongolia, Irrigation water withdrawal, 10^9 m3/year, I, 0.13
Mongolia, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 1.33
Mongolia, Municipal water withdrawal, 10^9 m3/year, I, 0.05
Mongolia, Municipal water withdrawal as % of total withdrawal, %, I, 9.8
Mongolia, Not treated municipal wastewater, 10^9 m3/year, I, 0.08
Mongolia, Not treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 0.08
